ticker,earnings_yield,free_cash_flow_yield,sales_yield,book_to_market,ev_to_sales,ev_to_operating_income,ev_to_ebitda,ev_to_free_cash_flow,revenue_growth,net_income_growth,free_cash_flow_growth,revenue_cagr,net_income_cagr,free_cash_flow_cagr,gross_margin,operating_margin,ebitda_margin,net_margin,free_cash_flow_margin,return_on_assets,return_on_equity,return_on_invested_capital,operating_cash_flow_to_net_income,free_cash_flow_to_net_income,debt_to_assets,debt_to_equity,net_debt_to_equity,liabilities_to_assets,cash_to_debt,current_ratio,quick_ratio,interest_coverage,asset_turnover,r_and_d_intensity,sga_intensity,capex_to_revenue,cumulative_return,one_month_return,three_month_return,six_month_return,one_year_return,sharpe_ratio,annualized_volatility,max_drawdown,beta_vs_spy,price_vs_sma_50,price_vs_sma_200,sma_50_vs_sma_200,macd_spread,rsi_score,volume_ratio,value_score,growth_score,quality_score,financial_strength_score,efficiency_score,momentum_score,risk_score,technical_score,overall_score,as_of_date,quality_value_interaction,growth_quality_interaction,momentum_technical_interaction,financial_strength_quality_interaction,value_financial_strength_interaction,growth_momentum_interaction,efficiency_quality_interaction,risk_momentum_interaction,start_date,end_date,forward_return,period_return_rows,forward_excess_return
HLI,0.0388669819588292,0.1486761892375207,0.1988367101104756,0.3421520366048564,,,,,0.6542793966556977,,4.650334132530735,0.1860623570257695,,(0.6125430559481715+0j),0.3611428018514893,0.2804461756214573,0.3126120895861601,0.1954718619978893,0.747730080400721,0.0570415547899015,0.1135956469659007,,3.8687368693700175,3.8252568567070537,,,,0.4978543957144386,,,,,0.291814659188735,,,0.0084991190349213,3.585422423479087,-0.1317920287644983,-0.1366538221383,-0.0398172022418129,0.2966155987210082,0.9827293732365692,0.2711798785894515,-0.3347694012166404,0.727843542317412,-0.1135209201440182,-0.0870167227719062,0.0298982773247371,-0.0027443826818759,40.0,0.9984013314937696,65.75219366828965,81.14162127278264,78.74652711053048,54.61527449421854,70.26122808429525,48.91735454402245,91.79531619017116,38.2868081108344,68.47705140648024,2022-04-01,51.77756901276822,63.89620879349575,18.728893667166407,43.00763193608044,35.91074105790658,39.69233456077502,55.32827702159122,44.90384027555245,2022-04-01,2022-06-30,-0.09544671798551863,62,0.06565596925353201
MMI,0.0309332992743255,0.0719405506622472,0.247026357260958,0.3473916973308925,,,,,0.4896489892684042,0.8276736233934677,0.5122017723244717,0.0811867475481382,(0.09552843806906486+0j),,,0.165379473031543,,0.1252226669951972,0.2912262135098781,0.0593208176823912,0.0890444403593832,,2.3055062739911616,2.325666913970517,,,,0.3338066088913297,,2.6952577228205468,,568.6458333333334,0.4737226822094952,,0.1555275945501621,0.0025245691065448,3.3070049082559105,0.1615755809155501,0.1232025791854765,0.3954610631500546,0.6652261566382949,0.6486029539402033,0.3791455479511051,-0.6408996444070564,1.1346287371076154,0.1959486362445222,0.3023339399063802,0.0889547430698407,0.0129137409145214,10.0,2.741951331346412,57.101434585905736,49.09087345716876,76.52760268223503,60.96853842927744,93.06728850838704,82.90752308513193,63.10249231752249,82.01588838460358,67.68682885430279,2022-04-01,43.69835898575828,37.56806859254088,67.99734159594125,46.65776085032322,34.81391008917666,40.70002724419509,71.22216477682781,52.31671338544356,2022-04-01,2022-06-30,-0.29783594856159545,62,-0.13673326132254482
VIRT,0.0367932856467968,0.1115983322069669,0.2494953633190058,0.6589589202978426,2.576745174137223,,,5.76071309210593,0.2962464911893949,0.4758250953806005,-0.1188790494589554,0.1975804279211557,,,,,,0.147470819326421,0.4472962171416262,0.0100829740703728,0.055835477012993,,2.9577631275467056,3.033116783270547,0.0059593190717299,0.0330003251739358,-0.541936705912907,0.8194163530110695,17.422162601626017,,,,0.0683726727526656,,,0.0111124653488358,1.3159649621801006,0.0611048560303499,0.32821970894343,0.5596609677046409,0.2152269650330018,0.510424573896888,0.3659185293208978,-0.561700527210698,0.123160040119974,0.1199736079062052,0.3484223505428951,0.2039768982268925,0.0046795638560215,60.0,1.0232562145031627,68.9271018500298,43.85412446794968,67.66299237239727,78.7532267493665,36.56816027166463,79.1841248546865,82.33857833700094,77.04038687856489,67.56336410902905,2022-04-01,46.63813966730016,29.67301289373039,61.00375613445633,53.28678980844058,54.28231681172077,34.72550467263089,24.743111495342447,65.19908267394467,2022-04-01,2022-06-30,-0.3652934979969952,62,-0.20419081075794454
NUE,0.070313938094128,0.02492722274409,0.3238343382207386,0.456293127434725,2.9282081113786944,,,38.04091397007868,0.0049634338363477,0.0576549893478676,-0.6694106556443008,0.066095270616808,(0.1215109029198922+0j),,,,,0.2171293460738534,0.0769752302397859,0.087147570978387,0.1540981747619831,,0.0874575301121836,0.3545132504272539,0.027445340352999,0.0485300600652131,-0.1134044344914753,0.4344672082392056,3.336787433172057,2.481778558358619,1.3162364542067893,,0.4013624715138462,,0.0484417253964817,0.0579856339172931,3.4143704461176574,0.08890828137187,0.3119365166551475,0.5403189741129972,0.8882694335255257,0.4365706043079655,0.3927555280285361,-0.6833579246431722,1.3587227863245912,0.1881896568059542,0.3416857215640885,0.1291848181634207,0.0001717744968943,60.0,0.6732421729059255,66.20447153414078,32.92693035245298,75.7670300358889,65.68113973075701,87.80296045120161,86.6736471591243,55.93906611021653,75.1165273617537,66.64238191548766,2022-04-01,50.16116183237396,24.947757210039263,65.10623388371346,49.764648867716815,43.483851456348255,28.538971434015696,66.52569541746158,48.484428784478354,2022-04-01,2022-06-30,-0.2943441839147325,62,-0.13324149667568186
FPH,0.0497634329013471,0.5564943510103767,0.4032931829798508,4.261404505992257,,,,,7.80478376419425,6.843035343035343,2.5478767283517403,0.1323757581784632,,,,,,0.1233926954421974,1.3798754218917213,0.0076400569504334,0.0116777069230042,,11.172878491371645,11.182796655399397,,,,0.3457570907706997,,,,,0.061916606352216,,0.0966166341958675,0.0012238289932222,-0.5851063971446078,0.0382694731243162,-0.0458715890649427,-0.200000048906374,-0.1896103992613358,-0.1546836336074928,0.4652032397703979,-0.7671732677159054,1.1454493886320132,0.0342426789875265,-0.1150505560151184,-0.1443502942160497,-0.0025401439160583,100.0,0.5234638585011757,84.30262007306331,78.81243686452659,76.7087079143897,73.53281908485128,50.349492433379766,35.293760800075994,51.31666533462566,44.20232885141002,66.53073475336817,2022-04-01,64.6674505960238,60.4560019946225,15.600664212879632,56.40607541301518,61.99009310211517,27.81587294767693,38.62244508709903,18.111581113778296,2022-04-01,2022-06-30,-0.36006546638458115,62,-0.1989627791455305
DFH,0.0992896466795403,0.620196810309736,1.4764403103777717,0.9640612927620172,,,,,1.3474603612849347,1.994563977662668,3.8671192364091342,0.6077576486954586,(0.7580681077151925+0j),(0.5045594052283227+0j),,,,0.0672493469472771,0.4200622307250933,0.0302507841658249,0.1029910104523306,,6.230484106829869,6.246339180875884,,,,0.7062774310790306,,,,,0.4498301550726032,,0.0764413380975234,0.0010662433753952,-0.185202908201271,-0.1894586833950625,-0.1223650886765079,-0.0436975165252788,-0.3147330469936709,0.014047980281686,0.5989477203829552,-0.5464705859913546,1.0758207942382152,-0.1138912072928585,-0.1184934446390135,-0.0051937610641407,-0.0313637224769164,40.0,0.5644700104282302,93.52495454968908,91.62304386488384,73.4326308790633,28.69205339123337,93.97555457961492,29.881086556416395,58.245205096655525,29.88975392760094,66.50412792309521,2022-04-01,68.6778346542849,67.28121160146242,8.931383242606307,21.069329658408165,26.83422989352354,27.377961042889307,69.00872211100129,17.404300149893892,2022-04-01,2022-06-30,-0.3770491574443716,62,-0.21594647020532098
OVV,0.0995296366774589,0.0229407182804258,0.2401224399321064,0.3648940581657706,5.539504620947014,12.800280919959915,10.75998017995467,57.982463728345074,0.8664058133035215,20.22222222222222,-0.2863534675615212,0.0526591985832241,(0.04223578445682663+0j),,,0.432764300688829,0.5148247978436657,0.4144953578915843,0.0955375861036238,0.0984702952685877,0.272763106030745,0.146551724137931,0.5346820809248555,0.2304913294797687,0.3405193881181074,0.9432400472999606,0.9048088293259756,0.6389896833866952,0.0407438361888842,0.5775109170305677,,18.766233766233768,0.2375667022411953,,,0.1260856543875411,-0.4269498381369478,0.1949514385303059,0.6463381859343171,0.6823606757068206,1.3493811150434143,0.2407784978380306,0.5482340563059153,-0.9888287106221648,1.3745925266707488,0.2432252349800594,0.5765179038582728,0.2680871168799588,0.0064984961438406,10.0,0.5351015175249764,61.58599768218606,61.490844588132845,88.9003148550978,38.611761909671024,56.12589440542848,90.68282169813249,30.874071976782734,74.78166043898813,66.41727358126278,2022-04-01,54.750145846116645,54.66555444590897,67.81411979879049,34.325977908798265,23.7794387947412,55.76163295853225,49.89609684166564,27.997479641658973,2022-04-01,2022-06-30,-0.17911238423182096,62,-0.01800969699277033
EBS,0.0840904864427681,0.2136689063865371,0.3212585303508184,0.7191891048644568,3.4790465287483268,9.07010255800573,,5.230865799565051,1.198176291793313,6.7889908256880735,3.5832438238453275,0.1087807872028674,(0.15226778056973989+0j),,,0.3835730088495575,,0.2617533185840708,0.6650995575221239,0.0639743156471781,0.1169240271772699,0.1127642276422764,1.8409931325937663,2.5409403063919704,0.2842176410949645,0.5194564546016059,0.1636195182211241,0.4528556944913822,0.6850178359096314,3.4031567683253074,2.464686998394864,30.822222222222223,0.2444068942210206,0.1147676991150442,0.130254424778761,0.1832134955752212,2.729059981143332,0.0390569022170212,0.0036806957193253,-0.2068714342963971,-0.4450521553815129,0.4225819862358997,0.5003171675878046,-0.7546316880739008,0.8828214094788623,0.0151280627524135,-0.1364294721950175,-0.149298931345173,0.0073968928797976,100.0,1.4206246638679072,77.27630185304008,78.44150226456553,85.89593535653947,53.002230784300615,47.13636985005421,40.03468370403903,54.97644569555237,53.29165573742325,66.22514426456577,2022-04-01,66.37720228561162,67.37806207786964,21.335145815122765,45.52676189200672,40.95816384972108,31.403807324315416,40.48822577582192,22.009646145937168,2022-04-01,2022-06-30,-0.2440331252468385,62,-0.08293043800778788
RYZ,0.0657597356134619,0.1178607291493158,0.9480155870064788,0.3365860151794305,1.438236763385375,14.876003852709552,,11.568491721850169,-0.0261570693924195,1.1408450704225352,2.9700413223140494,0.0058960396559251,,(0.03332094763685567+0.10507846999490224j),0.213377664776061,0.0966816611252363,,0.0693656692092053,0.1243236195319121,0.0449780182617517,0.1953727506426735,0.1252639581045696,1.9285714285714288,1.7922932330827068,0.2702485627324991,1.1738890929122292,1.0798751377157547,0.7697835644234021,0.0800875958079149,2.121171770972037,1.0131824234354194,,0.64841900574907,,0.1179346763152748,0.009453028228698,2.3858284985993103,0.1356211186552807,0.3390880829389013,0.5598686882102577,1.0820319616341698,0.5745736376793095,0.6964397621315863,-0.8124108203025864,1.4512974957467293,0.2497715253157442,0.4799607392477001,0.184185036440001,-0.0151978161406206,100.0,1.0049397476638455,79.37403277447436,42.965011884464,72.9205979930158,35.81311649087492,96.02265240073004,91.1234420630981,31.34409875844672,80.20155379916498,66.09912608055926,2022-04-01,57.88001935031905,31.33034359392145,73.08241640988655,26.11513870508135,28.42631482102774,39.15119771194277,70.02029233936729,28.56182167235345,2022-04-01,2022-06-30,-0.3895298018402188,62,-0.22842711460116816
CRC,0.1974453688468339,0.0381617099451863,0.1753226384438273,,6.151719495575764,11.677216048488123,10.078010749857969,28.262247537645173,0.0782312925170068,5.932038834951456,0.0534351145038167,-0.0739557173237089,(-0.01320389947579148+0j),,,0.526813880126183,0.610410094637224,1.1261829652996846,0.2176656151419558,0.1856474258970359,,,0.2857142857142857,0.1932773109243697,0.1531461258450338,,,,0.5178268251273345,0.8817330210772834,0.8114754098360656,,0.1648465938637545,,0.083596214511041,0.1041009463722397,2.065357078278627,0.089345504985685,0.0720014162323279,0.0963368174329994,0.9158482426862264,1.730410291044402,0.5377023100236242,-0.3069156954844393,0.8131504111913949,0.0623806798336679,0.1712379260394485,0.1024653857813224,0.0017298643640978,100.0,0.5532283420093946,66.93693364905495,43.15321274789545,87.84904096033895,34.74155683247662,58.46217874944367,74.78351354052535,76.56953500169543,65.60215247998742,65.98202961003066,2022-04-01,58.80345425895319,37.90968354260089,49.05959458274748,30.520124492021814,23.25493284560359,32.2714886984941,51.35846335590534,57.2613885759102,2022-04-01,2022-06-30,-0.13603082833238678,62,0.025071858906663858
XOMA,0.0600543980790634,,0.0723292884517442,0.2854938272974534,,,,,37.238297872340425,7.727682596934175,,0.0500550608010075,,,,0.8447863342977966,,0.8302915646561317,,0.1791765228563538,0.2103527023598071,,1.2211834874681675,,,,,0.1482090752992879,,7.478445284182926,,,0.2157995220998787,0.0011684843089249,,,-0.9442261892651754,0.3475551192650619,0.3482014434558047,0.1520492233534207,-0.2954887334498075,0.2178889093433872,0.845209407911775,-0.9968540201328584,1.3243594067318891,0.2181381933288149,0.0973439127505868,-0.0991630352284848,-0.0066497420145219,100.0,0.4776926543488057,49.43576055644046,76.36672367460267,96.25458712573209,86.48243916044053,26.985671685173624,68.1134835657335,16.536392163730522,60.828249887957,65.50267983355857,2022-04-01,47.58418721606728,73.5064745744375,41.4322399907569,83.24331475014448,42.75325154672468,52.01603577978961,25.974946863669462,11.263512758807831,2022-04-01,2022-06-30,-0.20371690310382418,62,-0.04261421586477354
SNDX,0.0616136942763958,,0.0810704481042129,0.261554929460729,,,,,9.228363636363635,5.660981636707205,,0.3503366241265506,,,,0.7564546201491594,,0.7600018960940462,,0.2139364004118694,0.235566939623085,,1.7664816316347534,,,,,0.0918233231107266,,21.67944688874921,,-13678.42857142857,0.2814945614101415,0.1888272658323853,,,0.4683334032694499,0.0950901598592852,-0.1950661795100039,-0.0968733658367957,-0.3002382595042469,0.4631506455776401,0.8092529222889021,-0.7898423770575678,1.172990710367954,0.078097897129582,0.0148191732151738,-0.0586947846599894,0.0019318173658692,100.0,0.8277049397430803,49.98448393829237,89.35252060807863,96.51844807652007,83.33333333333334,36.6273237105957,41.0609312481514,31.868008096820432,58.23347701850646,65.12577836086749,2022-04-01,48.24424817629724,86.24166620817029,23.911207961976984,80.43204006376673,41.65373661524365,36.68897705537348,35.35212441743023,13.085300894790755,2022-04-01,2022-06-30,0.10701960300149582,62,0.26812229024054646
ANDE,0.0186547019297978,0.3456620231308072,2.330906957061913,0.8229818612915571,0.6768976194527749,,,4.564532013411398,0.2350744825304853,0.8834667683314271,7.279708156835552,0.0677411148480464,(0.06220998482884932+0j),,0.0470077658688941,,,0.0080031945819544,0.1482950754784785,0.006487323107078,0.0226672090931892,,17.579920383239998,18.529485189933204,0.2482995452833405,0.8675778310688046,0.7020633109633373,0.7138014177039884,0.1907777195062294,1.368679048787526,0.6322381854347264,,0.8105917006823267,,,0.0075995519161416,1.3865721868608554,0.0403536682814018,0.2962091611039239,0.6008720919009016,0.8260808291547779,0.3452570428429231,0.4404623644569186,-0.8174573993283469,1.012440170506528,0.1648723610972413,0.4357619326682047,0.2325487157372345,0.0018441350292027,100.0,0.9386589102996936,77.6237247890356,53.943018093004525,52.92280807090364,40.25801733451063,99.72501295582474,83.09082370713963,52.13653282800651,82.44058751993613,65.01211788204922,2022-04-01,41.08065488758776,28.548159933013608,68.50056323932029,21.305673247094173,31.24977258126278,44.82169806596883,52.77727720529492,43.32067457913387,2022-04-01,2022-06-30,-0.33999206858042874,62,-0.1788893813413781
